portfolio_asset_id,country,sub_region_name,development_status,property_type_code,asset_size_m2,en_abs,en_int_kwh_m2
605450,234,10,1,247,1366.974742,6674251.0,4882.49767529355
605451,234,10,1,247,12942.967251,695590.0,53.7426995302223
606705,234,10,1,247,4043.0,595634.0,147.324758842444
606706,234,10,1,247,3446.0,278072.0,80.6941381311666
606707,234,10,1,247,7052.0,691122.0,98.0036868973341
606708,234,10,1,247,17085.0,1282539.0,75.0681299385426
606709,234,10,1,247,6683.0,426722.0,63.8518629358073
606710,234,10,1,247,18569.0,1510823.0,81.3626474231246
611781,234,10,1,247,7973.0,883730.9,110.840449015427
611783,234,10,1,247,10918.0,572870.02,52.4702344751786
611784,234,10,1,247,10604.0,1224181.36,115.445243304413
620037,234,10,1,247,11689.0,540813.27,46.2668551629737
620251,234,10,1,247,5996.29,848454.0,141.496491997552
620252,234,10,1,247,3758.0,56216.0,14.9590207557211
620253,234,10,1,247,2790.0,227040.0,81.3763440860215
620254,234,10,1,247,2212.57,6147.0,2.77821718634891
634196,234,10,1,247,7215.0,587438.0,81.4189882189882
634201,234,10,1,247,8881.0,1137974.0,128.135795518523
634208,234,10,1,247,7697.0,592479.0,76.9753150578147
634212,234,10,1,247,10134.0,615082.0,60.694888494178
645096,234,10,1,247,41.939,1267146.0,30214.025131739
646299,234,10,1,247,5142.85714285714,512516.0317,99.6558950527778
646301,234,10,1,247,9122.85714285714,3610010.0,395.710460382086
652296,234,10,1,247,1992.0,129258.987,64.8890496987952
652297,234,10,1,247,7736.33,798201.36228125,103.175712809724
652298,234,10,1,247,13447.97,1325312.948,98.5511529249396
652299,234,10,1,247,6810.0,462193.619,67.8698412628488
652300,234,10,1,247,10149.0,1647926.876,162.373325056656
652301,234,10,1,247,13053.19,1381942.28,105.870080800172
652302,234,10,1,247,7198.67,905534.3626875,125.791898043319
652303,234,10,1,247,12226.0,672351.944,54.9936155733682
652304,234,10,1,247,2863.0,169272.3,59.1241005937827
652305,234,10,1,247,7892.71,945756.163,119.826544114759
652306,234,10,1,247,9664.0,930639.759,96.2996439362583
652307,234,10,1,247,4572.0,325611.36,71.2185826771654
652308,234,10,1,247,3374.0,370839.282710938,109.910872172774
652309,234,10,1,247,6214.0,567135.667,91.2674069842292
652310,234,10,1,247,9349.31,700704.528,74.9471916109317
652311,234,10,1,247,10842.81,1679242.256,154.871500653428
652312,234,10,1,247,3345.44,389140.524,116.319684107322
652313,234,10,1,247,16224.0,2165428.7,133.470703895464
652314,234,10,1,247,10391.0,973368.861,93.6742239437975
652316,234,10,1,247,10998.0,514338.208,46.7665219130751
652317,234,10,1,247,13115.0,1490503.462,113.648758063286
652319,234,10,1,247,31352.0,2666329.805,85.044966987752
652320,234,10,1,247,25060.93,2064420.312,82.3760455817083
652322,234,10,1,247,6631.14,869058.353,131.057156537187
652323,234,10,1,247,17342.0,3708790.596,213.861757352093
652324,234,10,1,247,17802.52,1848204.133,103.816995178211
652325,234,10,1,247,14238.6,2627139.808,184.508294916635
652326,234,10,1,247,5949.0,383400.322,64.4478604807531
652327,234,10,1,247,7037.87,479993.293,68.2015003118841
652329,234,10,1,247,9043.0,1102219.923,121.886533561871
652330,234,10,1,247,5504.0,886456.092722348,161.056702892868
652331,234,10,1,247,20731.0,1180693.98,56.9530644927886
652332,234,10,1,247,17124.0,1138141.781,66.4647150782527
652333,234,10,1,247,20088.0,1318528.35,65.6376120071685
652334,234,10,1,247,19508.0,1105140.924,56.6506522452327
652336,234,10,1,247,4210.0,575003.056,136.580298337292
652337,234,10,1,247,8747.0,721747.456,82.5137139590717
652338,234,10,1,247,13771.0,2124062.227,154.241683755719
652339,234,10,1,247,3961.0,726657.8,183.45311789952
652340,234,10,1,247,12467.0,1001347.965,80.3198816876554
652341,234,10,1,247,13501.24,1240478.768,91.8788769031585
652342,234,10,1,247,17484.0,4456457.265,254.887741077557
652343,234,10,1,247,11611.15,2053322.86900928,176.840611740377
652344,234,10,1,247,3194.0,297973.778,93.2917276142768
652345,234,10,1,247,17489.0,2652395.10635136,151.660764271906
652346,234,10,1,247,4062.32,787878.886,193.948011481124
652347,234,10,1,247,3106.48,316364.928,101.840323452911
652348,234,10,1,247,8961.0,2038043.298,227.434806160027
652349,234,10,1,247,4902.0,365612.16,74.5842839657283
652350,234,10,1,247,6858.0,419503.284,61.1699160104987
652351,234,10,1,247,7154.0,950943.955883716,132.924791149527
652352,234,10,1,247,7064.57,715176.953,101.234321834167
652353,234,10,1,247,22563.0,2603915.07,115.406420688738
652354,234,10,1,247,2299.99,717751.327,312.067151161527
652355,234,10,1,247,5405.0,261536.593,48.3878987974098
652356,234,10,1,247,13715.0,1228767.434,89.5929590958804
652357,234,10,1,247,6929.84,737942.645,106.487688748947
652358,234,10,1,247,8230.0,582595.311,70.7892236938032
652359,234,10,1,247,5346.73,576339.775,107.792945407754
652360,234,10,1,247,6826.0,986438.967173899,144.512008082903
678778,234,10,1,247,14665.0,1340929.89757137,91.4374290877169
678779,234,10,1,247,18254.0,1474980.7,80.8031499945217
678780,234,10,1,247,17800.0,2158025.02471488,121.237360939038
678781,234,10,1,247,7655.0,856183.97828992,111.846372082289
678782,234,10,1,247,15719.0,1236976.9,78.6931038870157
678784,234,10,1,247,10543.0,844999.2,80.1478895949919
678785,234,10,1,247,5998.0,948952.97497828,158.211566351831
678786,234,10,1,247,9228.0,771952.6,83.6532943216298
678787,234,10,1,247,1955.0,198780.7,101.67810741688
678788,234,10,1,247,18220.0,1328955.0,72.9393523600439
678789,234,10,1,247,11142.0,1619574.27596536,145.35759073464
678791,234,10,1,247,14578.0,1279360.78041225,87.7596913439599
678794,234,10,1,247,2075.0,450832.78407264,217.268811601272
678795,234,10,1,247,2332.0,1018101.69839984,436.578772898731
678796,234,10,1,247,3654.0,1598184.60688576,437.379476432885
678797,234,10,1,247,8987.0,914839.5,101.795871814844
678798,234,10,1,247,8988.0,848620.0,94.4170004450378
678800,234,10,1,247,21490.0,2679963.34040834,124.70746116372
678801,234,10,1,247,39033.0,6561240.46940944,168.094701135179
678805,234,10,1,247,12903.0,931734.26920392,72.2106695500209
678807,234,10,1,247,9032.0,815783.2,90.3214348981399
678838,234,10,1,247,34835.0,3170765.3388764,91.0224010011885
684093,234,10,1,247,35146.0,4872139.0,138.625704205315
684094,234,10,1,247,41174.0,6329497.0,153.725579249041
684095,234,10,1,247,17051.0,2667123.7,156.420368306844
684096,234,10,1,247,15368.0,2094857.0,136.312922956793
684097,234,10,1,247,10966.0,1607702.0,146.607878898413
684098,234,10,1,247,6420.0,1166758.0,181.73800623053
684099,234,10,1,247,7710.0,1015361.0,131.694033722438
684100,234,10,1,247,8448.0,1775647.0,210.185487689394
684101,234,10,1,247,16760.0,2653994.0,158.352863961814
684102,234,10,1,247,7836.0,1443558.0,184.221286370597
684103,234,10,1,247,7157.0,1234733.0,172.52102836384
702333,234,10,1,247,6290.0,415288.0,66.0235294117647
715996,234,10,1,247,17749.0,1544259.13,87.0054160797792
739244,234,10,1,247,22671.33,1989691.055,87.7624318908507
739245,234,10,1,247,6051.0,559105.788,92.3989072880515
739246,234,10,1,247,1992.0,129258.987,64.8890496987952
739247,234,10,1,247,7736.33,798201.36228125,103.175712809724
739248,234,10,1,247,8610.0,530448.369493124,61.6084052837542
739249,234,10,1,247,4988.29,553226.82,110.90510375299
739250,234,10,1,247,13447.97,1325312.948,98.5511529249396
739251,234,10,1,247,6810.0,462193.619,67.8698412628488
739252,234,10,1,247,10149.0,1647926.876,162.373325056656
739253,234,10,1,247,13053.19,1381942.28,105.870080800172
739254,234,10,1,247,7198.67,905534.3626875,125.791898043319
739255,234,10,1,247,7348.02,799899.192687096,108.859147455654
739257,234,10,1,247,12226.0,672351.944,54.9936155733682
739258,234,10,1,247,9706.0,438450.262,45.1731158046569
739259,234,10,1,247,15263.57,1445312.171,94.6903097374992
739261,234,10,1,247,2863.0,169272.3,59.1241005937827
739262,234,10,1,247,7892.71,945756.163,119.826544114759
739263,234,10,1,247,8407.0,593005.681,70.5371334602117
739264,234,10,1,247,9664.0,930639.759,96.2996439362583
739265,234,10,1,247,14457.08,731163.906,50.5747983686886
739266,234,10,1,247,4572.0,325611.36,71.2185826771654
739267,234,10,1,247,10173.0,1045752.867,102.796900324388
739268,234,10,1,247,3374.0,370839.282710938,109.910872172774
739269,234,10,1,247,6214.0,567135.667,91.2674069842292
739270,234,10,1,247,9349.31,700704.528,74.9471916109317
739271,234,10,1,247,5312.0,436332.051,82.1408228539157
739272,234,10,1,247,10842.81,1679242.256,154.871500653428
739273,234,10,1,247,6240.0,829387.843,132.914718429487
739274,234,10,1,247,3005.0,485647.542,161.613158735441
739275,234,10,1,247,3345.44,389140.524,116.319684107322
739276,234,10,1,247,16224.0,2165428.7,133.470703895464
739277,234,10,1,247,7283.0,704838.358,96.7785744885349
739278,234,10,1,247,10391.0,973368.861,93.6742239437975
739280,234,10,1,247,10998.0,514338.208,46.7665219130751
739281,234,10,1,247,13115.0,1490503.462,113.648758063286
739283,234,10,1,247,31352.0,2666329.805,85.044966987752
739284,234,10,1,247,25060.93,2064420.312,82.3760455817083
739285,234,10,1,247,12545.4,1855512.0,147.903773494667
739286,234,10,1,247,4324.0,3049894.08506088,705.340907738409
739287,234,10,1,247,6631.14,869058.353,131.057156537187
739288,234,10,1,247,17503.82,1414758.428,80.8256956481499
739289,234,10,1,247,15508.0,1472140.264,94.9277962342017
739290,234,10,1,247,17342.0,3708790.596,213.861757352093
739291,234,10,1,247,24493.4,2776193.0,113.344533629468
739292,234,10,1,247,17802.52,1848204.133,103.816995178211
739293,234,10,1,247,4635.0,434808.076,93.8097251348436
739294,234,10,1,247,4750.0,368628.939,77.6060924210526
739295,234,10,1,247,14238.6,2627139.808,184.508294916635
739296,234,10,1,247,19932.0,1309080.395,65.6773226469998
739297,234,10,1,247,5949.0,383400.322,64.4478604807531
739298,234,10,1,247,7037.87,479993.293,68.2015003118841
739299,234,10,1,247,19325.89,3487670.347,180.466221581516
739301,234,10,1,247,9043.0,1102219.923,121.886533561871
739302,234,10,1,247,5504.0,886456.092722348,161.056702892868
739303,234,10,1,247,3927.0,480314.38,122.310766488414
739304,234,10,1,247,20731.0,1180693.98,56.9530644927886
739305,234,10,1,247,10591.0,1083203.729,102.275869039751
739306,234,10,1,247,17124.0,1138141.781,66.4647150782527
739307,234,10,1,247,4727.0,369208.279,78.106257457161
739308,234,10,1,247,20221.99,2376843.27,117.537555403796
739310,234,10,1,247,17279.0,2675887.714,154.863575091151
739311,234,10,1,247,9497.0,808397.102,85.1213122038538
739312,234,10,1,247,20088.0,1318528.35,65.6376120071685
739313,234,10,1,247,19508.0,1105140.924,56.6506522452327
739314,234,10,1,247,17175.25,1501925.587,87.4470873495291
739315,234,10,1,247,15794.0,1627999.78,103.07710396353
739318,234,10,1,247,20879.13,1673976.096,80.1746095742495
739319,234,10,1,247,14427.21,1324279.791,91.7904287107487
739320,234,10,1,247,4210.0,575003.056,136.580298337292
739322,234,10,1,247,8747.0,721747.456,82.5137139590717
739323,234,10,1,247,13771.0,2124062.227,154.241683755719
739324,234,10,1,247,12975.0,1164607.649,89.7578149518304
739325,234,10,1,247,3961.0,726657.8,183.45311789952
739326,234,10,1,247,5630.0,580456.403,103.100604440497
739327,234,10,1,247,5402.0,561122.059849962,103.873021075521
739328,234,10,1,247,12467.0,1001347.965,80.3198816876554
739329,234,10,1,247,17354.47,1772285.97904297,102.12273719929
739330,234,10,1,247,6130.0,786338.768,128.27712365416
739331,234,10,1,247,13501.24,1240478.768,91.8788769031585
739332,234,10,1,247,17484.0,4456457.265,254.887741077557
739333,234,10,1,247,5227.0,387263.268,74.0890124354314
739334,234,10,1,247,11611.15,2053322.86900928,176.840611740377
739335,234,10,1,247,23179.12,1740966.81232611,75.1092712892512
739336,234,10,1,247,3194.0,297973.778,93.2917276142768
739337,234,10,1,247,17055.77,2122292.563,124.432527115457
739338,234,10,1,247,17489.0,2652395.10635136,151.660764271906
739339,234,10,1,247,17862.26,1684282.244,94.292785123495
739340,234,10,1,247,25568.72,2094359.797,81.9110145912662
739341,234,10,1,247,17363.0,573207.416,33.0131553303001
739342,234,10,1,247,29899.87,2905850.5,97.1860579995833
739343,234,10,1,247,4062.32,787878.886,193.948011481124
739344,234,10,1,247,3106.48,316364.928,101.840323452911
739345,234,10,1,247,8961.0,2038043.298,227.434806160027
739346,234,10,1,247,4902.0,365612.16,74.5842839657283
739347,234,10,1,247,31099.0,2315054.615,74.4414487604103
739348,234,10,1,247,5644.0,420166.181,74.4447521261517
739349,234,10,1,247,6858.0,419503.284,61.1699160104987
739350,234,10,1,247,7154.0,950943.955883716,132.924791149527
739351,234,10,1,247,7064.57,715176.953,101.234321834167
739352,234,10,1,247,7079.19,1140522.869,161.109232694701
739353,234,10,1,247,22563.0,2603915.07,115.406420688738
739354,234,10,1,247,2299.99,717751.327,312.067151161527
739355,234,10,1,247,5405.0,261536.593,48.3878987974098
739356,234,10,1,247,13715.0,1228767.434,89.5929590958804
739357,234,10,1,247,6929.84,737942.645,106.487688748947
739358,234,10,1,247,11401.3,1169105.368,102.541409137554
739359,234,10,1,247,8881.0,882656.3,99.3870397477762
739360,234,10,1,247,15885.0,992752.243,62.4962066729619
739361,234,10,1,247,8230.0,582595.311,70.7892236938032
739362,234,10,1,247,5346.73,576339.775,107.792945407754
739363,234,10,1,247,4500.0,554208.924,123.157538666667
739364,234,10,1,247,4895.0,689413.477,140.840342594484
739365,234,10,1,247,6939.0,1251929.19641696,180.419252978377
739366,234,10,1,247,2636.0,430341.957,163.255674127466
739367,234,10,1,247,14546.69,1748027.0,120.1666495952
739368,234,10,1,247,6826.0,986438.967173899,144.512008082903
739369,234,10,1,247,14694.0,1392352.588,94.7565392677283
739372,234,10,1,247,19880.0,2167444.728,109.026394768612
739373,234,10,1,247,12060.0,1798872.451,149.160236401327
739374,234,10,1,247,21700.0,3143746.993,144.873133317972
739375,234,10,1,247,29062.0,2430454.58,83.6299834835868
739376,234,10,1,247,20251.86,2889579.868,142.682196499482
739377,234,10,1,247,3432.0,326084.987494883,95.0131082444298
739378,234,10,1,247,6184.0,335468.254,54.2477771668823
739379,234,10,1,247,3147.0,408942.303,129.946712106768
739380,234,10,1,247,3185.0,397601.579,124.835660596546
739381,234,10,1,247,14717.7390756891,1051317.783,71.4320166700452
739383,234,10,1,247,17155.0,1508414.224,87.9285470125328
739384,234,10,1,247,7332.0,834922.671,113.873795826514
739386,234,10,1,247,8485.0,528532.059887207,62.2901661623108
739387,234,10,1,247,6375.0,530723.022,83.2506701176471
739388,234,10,1,247,3924.0,1332864.755,339.669917176351
739389,234,10,1,247,8230.0,704703.795,85.6262205346294
739390,234,10,1,247,17497.0,1979372.712,113.126405212322
739391,234,10,1,247,7817.0,563463.105,72.081758347192
739392,234,10,1,247,17337.0,1237462.84,71.3769879448578
739393,234,10,1,247,10082.0,791002.272782466,78.4568808552337
739394,234,10,1,247,8643.0,854102.16,98.8201041305102
739395,234,10,1,247,12669.0,678321.774,53.5418560265214
739397,234,10,1,247,7401.57090847035,269629.052,36.4286251302999
739398,234,10,1,247,7743.18187347667,1683539.875125,217.422230632573
739399,234,10,1,247,8112.0,798851.650917808,98.477767618073
739400,234,10,1,247,11576.0,1452257.449,125.454168020041
739401,234,10,1,247,19473.0,2762476.153,141.861867868331
739402,234,10,1,247,15223.0,1258218.273,82.6524517506405
739403,234,10,1,247,17175.0,1789425.66309988,104.1878115342
739404,234,10,1,247,13674.0,1370581.149,100.232642167617
739405,234,10,1,247,5693.51608343873,405979.293409617,71.3055495865775
739406,234,10,1,247,3927.0,147735.039,37.6203307868602
739407,234,10,1,247,299.0,192022.576,642.215973244147
739408,234,10,1,247,21922.0,1583405.65,72.2290689718091
739409,234,10,1,247,8645.0,699083.699301918,80.8656679354445
739410,234,10,1,247,14106.0,1688285.737,119.685647029633
739411,234,10,1,247,12177.0,1126648.744,92.5226857189784
739412,234,10,1,247,17564.4971174085,2834027.698,161.349777284039
739413,234,10,1,247,7961.0,1132882.203,142.304007411129
739414,234,10,1,247,7125.0,1278409.873,179.425947087719
739415,234,10,1,247,4069.0,723402.60969863,177.783880486269
739416,234,10,1,247,3780.0,694717.607,183.787726719577
739417,234,10,1,247,17229.0,1652179.458,95.8952613616577
739418,234,10,1,247,18124.0,2868149.913,158.2514849371
739419,234,10,1,247,14165.0,3683356.80865879,260.032249111104
739420,234,10,1,247,11494.0,576527.926,50.1590330607273
739421,234,10,1,247,10591.0,1064804.73,100.538639410821
739422,234,10,1,247,62378.0,3639547.515,58.3466529064734
739423,234,10,1,247,14275.0,2653122.66,185.857979684764
739424,234,10,1,247,1644.0,481598.258,292.942979318735
739425,234,10,1,247,15306.0,1400331.14,91.4890330589311
739426,234,10,1,247,17617.0,1042869.73479044,59.1967834926741
739427,234,10,1,247,34048.0,2449484.545,71.9420977737312
739428,234,10,1,247,37821.0,825878.783205479,21.8365136618672
739429,234,10,1,247,19277.0,2498695.551,129.62056082378
739430,234,10,1,247,14114.0,1319388.70546247,93.4808491896323
754236,234,10,1,247,4420.0,975656.4,220.736742081448
754254,234,10,1,247,9576.0,696997.0,72.7858187134503
799755,234,10,1,247,4988.29,553226.82,110.90510375299
799756,234,10,1,247,9706.0,438450.262,45.1731158046569
799757,234,10,1,247,14457.08,731163.906,50.5747983686886
799758,234,10,1,247,10173.0,1045752.867,102.796900324388
799759,234,10,1,247,17503.82,1414758.428,80.8256956481499
799760,234,10,1,247,3927.0,480314.38,122.310766488414
799761,234,10,1,247,10591.0,1083203.729,102.275869039751
799762,234,10,1,247,17175.25,1501925.587,87.4470873495291
799763,234,10,1,247,7079.19,1140522.869,161.109232694701
799764,234,10,1,247,14694.0,1392352.588,94.7565392677283
799765,234,10,1,247,6375.0,530723.022,83.2506701176471
799766,234,10,1,247,3924.0,1332864.755,339.669917176351
799767,234,10,1,247,8230.0,704703.795,85.6262205346294
799768,234,10,1,247,17497.0,1979372.712,113.126405212322
799769,234,10,1,247,7817.0,563463.105,72.081758347192
799770,234,10,1,247,17337.0,1237462.84,71.3769879448578
799771,234,10,1,247,10082.0,791002.272782466,78.4568808552337
799772,234,10,1,247,8643.0,854102.16,98.8201041305102
810479,234,10,1,247,6821.031163,1155500.83,169.402661032821
810498,234,10,1,247,11269.598415,653790.13,58.013613788562
821985,234,10,1,247,20507.14286,2610129.32,127.279033350431
821986,234,10,1,247,15545.71429,2789113.11,179.413635036001
821987,234,10,1,247,5432.857143,728742.11,134.136070730104
821988,234,10,1,247,7702.857143,845154.57,109.719621474226
821989,234,10,1,247,17267.14286,1965322.69,113.818638435705
821990,234,10,1,247,10142.85714,1301328.7765,128.300020254451
821991,234,10,1,247,21694.28571,4648178.39,214.258190019938
839246,234,10,1,247,115.664235,15058.74,130.19357280148
839248,234,10,1,247,134.244835,19247.27,143.374380101849
839250,234,10,1,247,117.150683,27524.59,234.950316081384
839251,234,10,1,247,157.098973,19247.27,122.516841660066
839255,234,10,1,247,137.031925,19247.27,140.458291015032
839256,234,10,1,247,187.106642,27448.8,146.701366165291
839266,234,10,1,247,159.978966,21748.3,135.944746636255
839267,234,10,1,247,118.451325,42381.89,357.800049936124
839268,234,10,1,247,127.091304,36535.79,287.476710444328
839283,234,10,1,247,177.166021,4387.98,24.7676161333442
839286,234,10,1,247,165.738952,2032.43,12.2628384907369
839287,234,10,1,247,155.612525,4294.23,27.5956578687994
839288,234,10,1,247,134.244835,3866.41,28.8011825557385
839289,234,10,1,247,352.845594,1096.99,3.10898029805071
839290,234,10,1,247,262.91549,8747.53,33.2712614232049
839293,234,10,1,247,142.791911,8747.53,61.2606830368703
839294,234,10,1,247,197.047263,19961.31,101.302142928014
843061,234,10,1,247,4426.0,614864.18,138.920962494352
843064,234,10,1,247,6193.0,1434630.62,231.653579848216
888859,234,10,1,247,18398.138508,3473099.197,188.774489087024
888860,234,10,1,247,9269.025213,872315.11,94.1107710848127
888861,234,10,1,247,11126.99231,1361621.66820863,122.371044238516
888866,234,10,1,247,9024.040002,781215.24,86.5704540124888
888867,234,10,1,247,4815.998617,425593.87,88.3708455599833
888880,234,10,1,247,2331.307882,1057173.12,453.46782729232
888881,234,10,1,247,5641.99919,293286.75,51.9827706675016
888890,234,10,1,247,10985.129429,219040.0,19.9396831339783
911180,234,10,1,247,12223.6,1416349.359,115.87006765601
911181,234,10,1,247,11074.0,937889.7,84.6929474444645
911183,234,10,1,247,19042.9733721731,2967111.497,155.811355664434
911184,234,10,1,247,11237.9842859046,2147777.0,191.117636878517
911185,234,10,1,247,10833.9848508178,2380380.51,219.714218062647
911186,234,10,1,247,3888.9945620113,427584.076,109.947203366328
916180,234,10,1,247,4172.27373,459281.0,110.079306805213
920321,234,10,1,247,6250.0,212961.0,34.07376
921708,234,10,1,247,9632.02,1255918.82,130.389972196902
921709,234,10,1,247,22742.67,3400817.11,149.534646107955
921710,234,10,1,247,7674.36,1364493.21,177.798957828405
921711,234,10,1,247,8036.66,1331271.34,165.649827167007
921712,234,10,1,247,10571.96,1312647.47,124.163113556994
921713,234,10,1,247,12101.04,1756651.04,145.165294883746
921714,234,10,1,247,9927.97,1785357.55,179.831078256683
921715,234,10,1,247,16312.78,2793973.11,171.275105162946
931166,234,10,1,247,9632.02,1255918.82,130.389972196902
931167,234,10,1,247,22742.67,3400817.11,149.534646107955
931168,234,10,1,247,7674.36,1364493.21,177.798957828405
931169,234,10,1,247,8036.66,1331271.34,165.649827167007
931170,234,10,1,247,10571.96,1312647.47,124.163113556994
931171,234,10,1,247,12101.04,1756651.04,145.165294883746
931172,234,10,1,247,9927.97,1785357.55,179.831078256683
931173,234,10,1,247,16312.78,2793973.11,171.275105162946
932758,234,10,1,247,4768.33,967904.0,202.98595105624
932760,234,10,1,247,5875.99,961420.0,163.618386008145
934463,234,10,1,247,10934.311488,2483944.0,227.16967618181
940604,234,10,1,247,10081.0,447218.5,44.3625136395199
940605,234,10,1,247,22112.0,1577442.3,71.3387436685962
940606,234,10,1,247,14920.0,1010716.395,67.7423857238606
940607,234,10,1,247,12690.0,1266.0,0.0997635933806147
940608,234,10,1,247,9357.0,930724.29234,99.4682368643796
942953,234,10,1,247,7563.23323,968524.0,128.056873369751
962203,234,10,1,247,9632.02,1255918.82,130.389972196902
962209,234,10,1,247,22742.67,3400817.11,149.534646107955
962214,234,10,1,247,7674.36,1364493.21,177.798957828405
962217,234,10,1,247,8036.66,1331271.34,165.649827167007
962226,234,10,1,247,10571.96,1312647.47,124.163113556994
962232,234,10,1,247,12101.04,1756651.04,145.165294883746
962239,234,10,1,247,9927.97,1785357.55,179.831078256683
962244,234,10,1,247,16312.78,2793973.11,171.275105162946
979780,234,10,1,247,5845.828372,740829.0,126.727805343786
992799,234,10,1,247,9632.02,1255918.82,130.389972196902
992800,234,10,1,247,22742.67,3400817.11,149.534646107955
992801,234,10,1,247,7674.36,1364493.21,177.798957828405
992802,234,10,1,247,8036.66,1331271.34,165.649827167007
992803,234,10,1,247,10571.96,1312647.47,124.163113556994
992804,234,10,1,247,12101.04,1756651.04,145.165294883746
992805,234,10,1,247,9927.99,1785357.55,179.830715985814
992806,234,10,1,247,16312.78,2793973.11,171.275105162946
993863,234,10,1,247,5574.18,1000795.94,179.541374695471
377208,234,10,1,225,1784.0,165249.4364,92.6286078475336
407573,234,10,1,225,1784.0,258289.4364,144.781074215247
431134,234,10,1,225,318.192775,5495.29300317343,17.2703261510995
431135,234,10,1,225,109.161025,21315.9782925625,195.270961339567
431136,234,10,1,225,452.902125,65056.3470658388,143.643280688601
431137,234,10,1,225,383.224875,13452.3733695201,35.1030798027401
431138,234,10,1,225,106.83845,30625.5977256726,286.653332444196
431139,234,10,1,225,255.48325,5958.21334571915,23.3213462945972
431140,234,10,1,225,243.870375,43096.918104095,176.720596358188
431141,234,10,1,225,510.9665,4782.58057251858,9.35987109236825
431142,234,10,1,225,299.612175,5970.26014702735,19.9266273042053
431143,234,10,1,225,444.540855,110669.002781955,248.95125282007
431145,234,10,1,225,573.676025,118903.145669977,207.265321345749
431146,234,10,1,225,369.75394,97584.0284035159,263.91612866523
431147,234,10,1,225,564.85024,137836.902451699,244.023800807271
431148,234,10,1,225,183.483425,4994.78171658127,27.2219777703696
700490,234,10,1,225,1863.448374,538928.5,289.210319705911
700491,234,10,1,225,3546.664928,1309815.0,369.308921646178
842557,234,10,1,225,17574.66667,245719.1095,13.981437834007
849726,234,10,1,225,2089.761,6650069.7236,3182.21544167012
853979,234,10,1,225,250.931003,24577.0,97.9432581313996
870871,234,10,1,225,250.931003,24577.3,97.9444536791653
920268,234,10,1,225,4150.99429785,420789.84,101.370854741465
925786,234,10,1,225,696.029276,44796.37,64.3598933904614
925787,234,10,1,225,1411.010764,157504.6,111.625370988311
932553,234,10,1,225,40426.94390757,2329854.0,57.6312175693234
935644,234,10,1,225,557.418,6197.51798419306,11.1182595183382
936847,234,10,1,225,1108.518596,36460.53,32.8912208884586
936848,234,10,1,225,2858.70613561,507995.27,177.701115785237
936850,234,10,1,225,3348.409926,381163.37,113.83414170419
942501,234,10,1,225,23838.74,11887675.76,498.670473355555
943247,234,10,1,225,5848.70186179,1627817.16,278.321104146999
943250,234,10,1,225,3194.3953326,801879.86,251.027119848478
943252,234,10,1,225,5011.00294303,1171355.57,233.756711643781
947231,234,10,1,225,1562.71,43780.0,28.0154347255729
949500,234,10,1,225,12007.248235,13064781.0,1088.07453167474
949501,234,10,1,225,24312.529294,7823328.81,321.781774137777
276481,234,10,1,212,5794.824625,562639.329341317,97.0934179636743
318915,234,10,1,212,8048.0,3488611.43,433.475575298211
318916,234,10,1,212,9772.0,4006603.34,410.008528448629
318917,234,10,1,212,9002.0,4384488.53,487.057157298378
318918,234,10,1,212,9671.0,3914428.72,404.759458173922
318919,234,10,1,212,8459.0,4819091.26,569.699877054025
318920,234,10,1,212,12713.0,4963309.07,390.412103358767
318921,234,10,1,212,4101.0,4491827.56,1095.3005510851
318922,234,10,1,212,8937.0,3032100.08,339.274933422849
318923,234,10,1,212,4550.0,3851074.98,846.390105494506
318924,234,10,1,212,11230.0,4720442.84,420.342194122885
318925,234,10,1,212,12332.0,7119062.7,577.283709049627
318926,234,10,1,212,8755.0,4331062.45,494.695882352941
318927,234,10,1,212,13508.0,5979916.66,442.694452176488
318928,234,10,1,212,10466.0,4070788.74,388.953634626409
318929,234,10,1,212,10814.0,4694796.31,434.140587201776
318930,234,10,1,212,11237.0,4565310.04,406.27481000267
318931,234,10,1,212,4322.0,4246888.66,982.621161499306
318932,234,10,1,212,11332.0,4198258.82,370.478187433816
318933,234,10,1,212,11114.0,4715174.94,424.255438186072
318934,234,10,1,212,10306.0,4132164.15,400.947423830778
318935,234,10,1,212,3771.0,2888094.32,765.869615486608
318936,234,10,1,212,8500.0,4808430.19,565.697669411765
318937,234,10,1,212,10497.0,3762402.73,358.426477088692
318938,234,10,1,212,12927.0,4704604.81,363.936320105206
318939,234,10,1,212,6022.0,2970242.54,493.231906343408
318940,234,10,1,212,12681.0,5019657.86,395.840853245012
318941,234,10,1,212,6270.0,1414840.27,225.652355661882
318942,234,10,1,212,12434.0,5082956.55,408.794961396172
318943,234,10,1,212,5699.0,3566422.28,625.797908404983
318944,234,10,1,212,14125.0,3842211.59,272.014979823009
318945,234,10,1,212,2771.0,1678449.03,605.719606640202
318946,234,10,1,212,8048.0,5076775.54,630.812070079523
318947,234,10,1,212,11972.0,3656446.43,305.416507684597
318948,234,10,1,212,4368.0,2054119.08,470.265357142857
318949,234,10,1,212,4650.0,4556105.53,979.807640860215
318950,234,10,1,212,8937.0,715013.6,80.0059975383238
318951,234,10,1,212,9460.0,11210.6,1.18505285412262
318952,234,10,1,212,8247.0,4794461.34,581.358232084394
